Ident,Name,Scenery_Local_Path,Continent,Country,State,Laty,Lonx
EGSH,Norwich Airport,"fs-base, navigraph-navdata, norwich-airport-edits",EU,GB,Norwich,52.6793327,1.28693283
27W,Wenatchee Lake,"fs-base, navigraph-navdata, quelcertoleo-s10-chelan",NA,US,WA,47.8195343,-120.720345
S88,Skykomish State Airport,"fs-base, navigraph-navdata, quelcertoleo-s10-chelan",NA,US,WA,47.71098,-121.338959
WT03,River View Airpark,"fs-base, quelcertoleo-s10-chelan",NA,US,WA,47.8997154,-119.896286
WN23,Grand View International,"fs-base, quelcertoleo-w28-sequim",NA,US,WA,48.10173,-123.179695
ETNJ,Schortens-Jever,rbn-etnj01,EU,DE,,53.5333672,7.891023
BGDB,Daneborg,tlc-bgdb-air,NA,GL,,74.3149261,-20.1915321
LFOX,Mondesir,"fs-base, ailgorbot-lfox, navigraph-navdata",EU,FR,,48.38111,2.073889
ESSA,,"fs-base, airport-essa-bli, navigraph-navdata",EU,SE,No State,59.6519432,17.9186115
LISA,Aviosuperficie San Sepolcro,"fs-base, airport-lisa",EU,IT,Italy,43.56264,12.1577435
SCCT,Quivolgo,"fs-base, Constitucion, AD Quivolgo SCCT",SA,CL,,-35.30751,-72.39376
ENSG,,"fs-base, cya-airport-ensg-sogndal-10, navigraph-navdata",EU,NO,,61.1561127,7.137778
EDKF,,"fs-base, deltatango-edkf, navigraph-navdata",EU,DE,Germany,51.0518341,7.706333
ENRY,,"fs-base, donutsdemise-enry-rygge, navigraph-navdata",EU,NO,,59.3788872,10.7855558
SBTV,,"fs-base, geardownsimulations-sbtv-airport, navigraph-navdata",SA,BR,Bahia,-16.54139,-39.1080551
UGMS,Queen Tamar Airport,"fs-base, georgianvirtualairports-ugms-mestia",AS,GE,,43.0555573,42.7507668
MYES,Staniel Cay,"fs-base, goldenred49-stanielcay-myes, navigraph-navdata",NA,BS,,24.1690826,-76.43906
LTBD,Cildir,"fs-base, ltbd-airport-lighting, navigraph-navdata",AS,TR,,37.8152771,27.8880558
S10,Chelan Lake Airport,"fs-base, navigraph-navdata, quelcertoleo-s10-chelan",NA,US,WA,47.866024,-119.94265
W28,Sequim Valley Airport,"fs-base, navigraph-navdata, quelcertoleo-w28-sequim",NA,US,WA,48.0979,-123.18782
LEDA,Alguaire,"fs-base, navigraph-navdata",EU,ES,,41.728054,0.5352777
EFHL,Hailuoto,"fs-base, navigraph-navdata",EU,FI,,64.96972,24.7047215
SAEG,Diamante Airport,fs-base,SA,AR,,-32.016243,-60.5833244
KLSE,La Crosse Rgnl,"fs-base, navigraph-navdata",NA,US,WI,43.8792763,-91.25664
KMRB,Eastern Wv Rgnl/Shepherd Fld,"fs-base, navigraph-navdata",NA,US,WV,39.4023552,-77.983
2WA1,Diamond Point Airstrip,fs-base,NA,US,WA,48.09224,-122.92804
XCBA1,Batnuni,airport-xcba1-batnuni,NA,CA,BC,53.38788,-124.135666
EDLI,Bielefeld,"fs-base, airportteam-edlichg, navigraph-navdata",EU,DE,,51.96472,8.544723
EFJP,Jakalapaa,hti-airport-efjp-jakalapaa,EU,FI,,68.7122,25.75244
EFMP,Martiniiskonpalo,"hti-airport-efmp-martiniiskonpalo, hti-airport-efmp-martiniiskonpalo",EU,FI,,68.66036,25.69916
SA79,Aeroclub Concordia,jr-airport-sa79-aeroconcordia,SA,AR,,-31.3036575,-58.01598
WA45,Olympic Field,"fs-base, quelcertoleo-diamond-point-2wa1",NA,US,WA,47.9975243,-122.897911
KEWL,Olipark,quelcertoleo-kewl-olipark,NA,US,WA,47.48251,-123.123375
RPBL,Balesin Island Airport,"fs-base, turtle-mako-airport-balesin",AS,PH,,14.415864,122.036667
GA65,Mercer Airfield,airport-airport-ga65-mercerairfield,NA,US,GA,34.43502,-84.91951
EDLA,Arnsberg-Menden,"fs-base, airport-edla-arnsberg, navigraph-navdata-2014-rev2",EU,DE,,51.4836578,7.89790726
SSLN,Aeroporto Helmuth Baumgarten,"fs-base, BR - SSLN - Aeroporto Helmuth Baumgarten - VisualRules - v1.0",SA,BR,Santa Catarina,-27.1599827,-49.54179
21AK,Montana Creek,"fs-base, esd-montana-creek-21ak",NA,US,AK,62.0830536,-150.067017
EGHA,Compton Abbas,"fs-base, mc-airport-egha-comptonabbas, navigraph-navdata-2014-rev2",EU,GB,,50.96728,-2.15365434
S18,Forks Airport,"fs-base, navigraph-navdata-2014-rev2, quelcertoleo-s18-forks",NA,US,WA,47.9377,-124.395836
EDXJ,Husum-Schwesing,"fs-base, navigraph-navdata-2014-rev2, rogra-edxj01",EU,DE,,54.5112877,9.139752
ETNH,Hohn Airbase,"navigraph-navdata-2014-rev2, navigraph-navdata-2014-rev2, rogra-etnh01",EU,DE,,54.3121071,9.5383215
ETNS,Schleswig-Jagel,"navigraph-navdata-2014-rev2, navigraph-navdata-2014-rev2, rogra-etns01",EU,DE,,54.46,9.516215
SBTC,Transamã©Rica Aeroporto,"fs-base, navigraph-navdata-2014-rev2, SBTC",SA,BR,,-15.3573723,-38.99796
LOSM,Mauterndorf,"navigraph-navdata-2014-rev2, navigraph-navdata-2014-rev2, scenery-AUT-losm-mauterndorf",EU,AT,Salzburger Land,47.1320267,13.695817
LSZY,Porrentruy,fs-base,EU,CH,,47.41042,7.051488
SCOM,Olmué Airport,fs-base,SA,CL,,-32.997242,-71.17181
9Z3,Lilly Lake Seaplane Base,sj-airport-9z3-lillylake-sealplane-base,NA,US,AK,57.80144,-152.38385
SSTL,Tres Lagoas,"fs-base, SSTL",SA,BR,,-20.7533779,-51.682148
EGIM,Knockbain Farm Airfield,"fs-base, thegarner-airport-egim-knockbainairfield",EU,GB,,57.5896645,-4.464513
LFFC,Lffc,"fs-base, ailgorbot-lffc, navigraph-navdata-2014-rev2",EU,FR,Val D Oise,49.07996,1.68829143
LFHZ,Mont Blanc,"fs-base, alpaven-airport-lfhz-montblanc",EU,FR,,45.94776,6.64020872
MYX4,Big Whale Cay,"fs-base, goldenred49-bigwhalecay-myx4",NA,BS,,25.4019852,-77.78848
MYEB,Black Point Airport,"fs-base, goldenred49-blackpoint-myeb, navigraph-navdata-2014-rev2",NA,BS,,24.089325,-76.39799
MYXE,Lee Stocking,"fs-base, goldenred49-leestockingisland-myxe",NA,BS,,23.7765274,-76.10599
MYFC,Little Farmers Cay,goldenred49-littlefarmerscay-myfc,NA,BS,,23.9618587,-76.32618
MYZ3,Little Whale Cay,"fs-base, goldenred49-littlewhalecay-myz3",NA,BS,,25.4497356,-77.75891
MYAO,Moores Island,"fs-base, goldenred49-mooresisland-myao, navigraph-navdata-2014-rev2",NA,BS,,26.3178043,-77.56176
MYX7,Rudder Cut Cay,"fs-base, goldenred49-ruddercutcay-myx7",NA,BS,,23.8865528,-76.25227
MYAX,Spanish Cay,"fs-base, goldenred49-spanishcay-myax",NA,BS,,26.94849,-77.5408554
MYAW,Walker's Cay,"fs-base, goldenred49-walkerscay-myaw, navigraph-navdata-2014-rev2",NA,Bahamas,,27.2593651,-78.4013443
LILV,Valbrembo,"fs-base, bg-airport-lilv-valbrembo",EU,IT,,45.7187538,9.593857
SSRS,Rancho Sumidor,"fs-base, BR - SSRS - Rancho Sumidor - Ninho da Aguia - Virtualrules v1.0",SA,BR,Santa Catarina,-27.1937428,-49.83169
CA97,Christy Airstrip,"fs-base, wookie042-christy-airstrip",NA,US,CA,34.0190048,-119.850792
KLOP,Point Bennett Research Station Airstrip,"fs-base, wookie042-point-bennett-airstrip",NA,US,CA,34.04345,-120.4121
KBUE,Ranger Station Airstrip,"fs-base, wookie042-ranger-station-airstrip",NA,US,CA,34.0370636,-120.349136
44SZ,Santa Cruz Ranch Airstrip,wookie042-santa-cruz-ranch-airstrip,NA,US,CA,33.98947,-119.680244
CYDC,Princeton,"fs-base, cydc, navigraph-navdata-2014-rev2",NA,CA,BC,49.467907,-120.5125
CYQL,Lethbridge,"fs-base, CYQL_Lethbridge airport, navigraph-navdata-2014-rev2",NA,CA,AB,49.6288338,-112.797127
FA12,Theewaterskloof Airstrip,kychungdotcom-airport-fa12-theewaterskloof,AF,ZA,Western Cape,-33.9839935,19.1852341
LFBU,Aã©Roport D'Angoulãªme - Brie-Champniers,"fs-base, lfbu-angouleme-airport, navigraph-navdata-2014-rev2",EU,FR,,45.72944,0.216165036
KKL,Karluk Lake Seaplane Base,pbk-karluk-lake,NA,US,AK,57.36767,-154.028061
21W,Renger Creek,"fs-base, navigraph-navdata-2014-rev2, quelcertoleo-21w-ranger-creek",NA,US,WA,47.0129967,-121.5337
OR05,Flying M Ranch,"fs-base, quelcertoleo-or05-flyingmranch",NA,US,OR,45.3616524,-123.357285
ESK,Eastern Kodiak Island Hideaway,sj-airport-esk-easternkodiakisland,NA,US,AK,57.6942863,-153.002365
KMYF,Montgomery-Gibbs Executive,"fs-base, navigraph-navdata-2014-rev2, vbcorp-airport-kmyf-fix",NA,US,CA,32.81576,-117.139763
LDPV,Vrsar,"fs-base, navigraph-navdata-2014-rev2",EU,HR,,45.141674,13.630497
KISS,Bechers Bay Airstrip,fs-base,NA,US,CA,33.9961967,-120.04554
38W,Lynden,"fs-base, navigraph-navdata",NA,US,WA,48.95589,-122.457855
LFJS,Soissons - Courmelles,"fs-base, ailgorbot-lfjs, navigraph-navdata",EU,FR,,49.34507,3.28279686
LFHJ,Lyon Corbas,"fs-base, airport-airport-lfhj-corbas, navigraph-navdata",EU,FR,,45.65286,4.912258
EGNS,Isle Of Man,"fs-base, airport-egns-isleofman-superspud, navigraph-navdata",EU,IM,,54.082943,-4.62531
EDMA,Augsburg,"fs-base, airportteam-edma, navigraph-navdata",EU,DE,,48.42442,10.934392
LSVE,Altiport Croix De Coeur,"fs-base, alpeaven-airport-lsve-croix-de-coeur",EU,CH,,46.1218452,7.23258352
LTCR,Mardin,"fs-base, auradesign-ltcr-airport, navigraph-navdata",AS,TR,,37.22339,40.6317558
SSKS,Aeroporto De Cachoeira Do Sul - Nero Moura,"fs-base, BR - SSKS",SA,BR,Rio Grande Do Sul,-30.0018845,-52.9407768
KRHV,Reid-Hillview,"fs-base, copilot8-krhv, navigraph-navdata",NA,US,CA,37.3328743,-121.819809
KSJC,Mineta San Jose Intl,"fs-base, copilot8-ksjc, navigraph-navdata",NA,US,CA,37.3629951,-121.928627
EGJC,Felthorpe Airfield,fs-base,EU,GB,,52.706,1.194625
EFHV,Hyvinkaa,"fs-base, finland-airport-efhv-hyvinkaa-wlp, navigraph-navdata",EU,FI,,60.65485,24.88261
EDRM,Mont Royal,"fs-base, influous-edrm-traben-trarbach, navigraph-navdata",EU,DE,Rhineland Palatinate,49.96782,7.11166334
RORA,Aguni,"kui-rora-agunijima, navigraph-navdata",AS,JP,Okinawa Prefecture,26.5927773,127.24028
ZUGZ,Garze Gesar Airport,kui-zugz,AS,CN,Garze Tibetan Autonomous Prefecture,31.7558365,99.5621948
LICB,Pio La Torre,"fs-base, LICB-Comiso-Pio La Torre, navigraph-navdata",EU,IT,,36.9951324,14.6078358
LICJ,Punta Raisi,"fs-base, licj-punta-raisi, navigraph-navdata",EU,IT,No State,38.17749,13.0972538
LRAR,Arad Airport,"fs-base, lrar-arad, navigraph-navdata",EU,RO,,46.17655,21.26209
MMUN,Aeropuerto Internacional De Cancun,"fs-base, MMUN Cancun, navigraph-navdata",NA,MX,Quintana Roo,21.0421619,-86.8736
PTSA,Kosrae International Airport,"fs-base, mx-ptsa, navigraph-navdata",OC,FM,,5.35697174,162.9584
WADY,Banyuwangi International Airport,"fs-base, mx-wady, navigraph-navdata",AS,ID,,-8.309848,114.341896
SUPC,Aeropuerto Charles Chalkling,paysandusupc,SA,UY,Paysandãº,-32.3792419,-58.0297356
PZ02,Afognak Island Seaplane Base,pbk-afognak-island,NA,US,AK,58.1772346,-152.141571
DGB,Danger Bay,pbk-danger-bay,NA,US,AK,58.1178932,-152.553818
KOY,Olga Bay,pbk-olga-bay,NA,US,AK,57.1614723,-154.229263
SKJ,Sitkinak,pbk-sitkinak,NA,US,AK,56.5371323,-154.142838
CWOB,Brevoort Island Airstrip,pontiac51-airport-cwob-brevoortisland,NA,CA,NU,63.32517,-64.15466
14S,Wesport Airport,"fs-base, navigraph-navdata, quelcertoleo-14s-westport",NA,US,WA,46.8977,-124.102516
2W3,Swanson,"fs-base, navigraph-navdata, quelcertoleo-2w3-swanson",NA,US,WA,46.87163,-122.257225
39P,Strom Field,"fs-base, navigraph-navdata, quelcertoleo-39p-strom",NA,US,WA,46.5505,-122.267746
RJBE,Kobe,"fs-base, navigraph-navdata",AS,JP,,34.6327057,135.223877
SKTM,Gustavo Vargas,"navigraph-navdata, navigraph-navdata, sktm-tame-arauca",SA,CO,Arauca,6.452182,-71.7591248
ESGP,Save Flygplats,"fs-base, navigraph-navdata, skytry-esgp",EU,SE,Vg,57.77581,11.8704882
RPVF,Catarman National Airport,"fs-base, navigraph-navdata, turtletank1997-catarman",AS,PH,,12.5045424,124.637711
ENBO,Bodo,"fs-base, navigraph-navdata, wombiiactual-airport-enbo-bodo",EU,NO,,67.2693,14.3494463
LEMR,La Morgal,fs-base,EU,ES,,43.43061,-5.826816
YMER,Merimbula,"fs-base, navigraph-navdata",OC,AU,New South Wales,-36.90691,149.9016
LINS,Campo Di Volo Chatelair,fs-base,EU,IT,,45.7401428,7.48020649
MNCE,Costa Esmeralda,"navigraph-navdata, navigraph-navdata",NA,NI,,11.4275417,-86.03336
MHTG,Toncontin Intl,"fs-base, asobo-airport-mhtg-toncontin, navigraph-navdata",NA,HN,,14.060833,-87.2172241
WIMM,Kualanamu International,"fs-base, navigraph-navdata",AS,ID,,3.63783574,98.87055
5S4,Toledo State,"fs-base, navigraph-navdata",NA,US,OR,44.6009674,-123.9396
SCIO,Laguna Redonda Airport,fs-base,SA,CL,,-48.93341,-72.79992
X01,Everglades Airpark,"fs-base, navigraph-navdata",NA,US,FL,25.848917,-81.3903046
XCBM4,Carilla,airport-xcbm4-carilla,NA,CA,BC,53.6615944,-125.762077
YZ01,Berkeley Lodge Airstrip,berkeley-berkeley-yz01-berkeleyairstrip,OC,AU,Western Territories,-14.339407,127.773758
RPEL,El-Nido Airport,"fs-base, Kml921-airport-eni-elnido",AS,PH,,11.199893,119.41806
KWP,West Point Village Seaplane Base,pbk-wpv-seaplane-base,NA,US,AK,57.7897644,-153.55188
YLGD,Longdown Airfield,"fs-base, airport-ylgd-longdown",OC,AU,Tasmania,-41.691227,147.143188
YSWA,Swansea Airfield,"fs-base, airport-yswa-swansea",OC,AU,Tasmania,-42.09721,148.072678
YVAF,Valley Field Airfield,"fs-base, airport-yvaf-valleyfield",OC,AU,Tasmania,-41.80862,147.296463
LFTU,Altiport St Jean D'Arves,"fs-base, alpeaven-airport-lfvo-valloire",EU,FR,,45.1887245,6.252616
LFVO,Valloire Bonnenuit,"fs-base, alpeaven-airport-lfvo-valloire",EU,FR,,45.119503,6.418835
WA79,Walter Sutton's Private Strip,crosspoint-wa79-walter-sutton,NA,US,WA,45.9299545,-122.407051
DNMM,Muritala Muhammed,"fs-base, dnmm1, dnmm3, navigraph-navdata",AF,NG,Lagos,6.577319,3.32118082
EBAW,Deurne,"fs-base, EBAW_MSFS2020, navigraph-navdata",EU,BE,,51.1900024,4.463021
EDDB,Flughafen Berlin-Brandenburg,"fs-base, eddb, navigraph-navdata",EU,DE,,52.3622551,13.5006828
LIHL,Aviosuperficie Silvio Scaroni,"fs-base, garda",EU,IT,,45.51874,10.4498205
SADO,Campo De Mayo,"fs-base, jr-airport-sado-campodemayo",SA,AR,,-34.5332527,-58.671463
KTOA,Zamperini Field,"fs-base, ktoa, navigraph-navdata",NA,US,CA,33.8032532,-118.339745
PAKT,Ketchikan International Airport,"fs-base, kui-pakt, navigraph-navdata",NA,US,AK,55.35552,-131.71376
LERL,Aeropuerto De Ciudad Real,"fs-base, lerl, navigraph-navdata",EU,ES,Castilla La Mancha,38.85653,-3.97005153
LFBS,Aerodrome De Biscarrosse Parentis,"fs-base, lfbs-aerodrome-biscarrosse-parentis, navigraph-navdata",EU,FR,,44.36682,-1.132417
LIQL,Tassignano,"fs-base, LIQL Tassignano, navigraph-navdata",EU,IT,,43.8258247,10.5782528
LSZW,Thun Airfield,"fs-base, mbsim-airport-lszw-thun, navigraph-navdata",EU,CH,,46.7562943,7.60045433
ETSN,Neuburg,"benk885-etsn-airport, navigraph-navdata, navigraph-navdata",EU,DE,Bayern,48.7109947,11.2114973
PHHN,Hana Airport,"fs-base, mx-phhn-hana-airport, navigraph-navdata",NA,US,HI,20.7956448,-156.014435
YPXM,Christmas Island Airport,"fs-base, mx-ypxm, navigraph-navdata",AS,CX,Western Australia,-10.4502249,105.691025
NFNR,Rotuma Island Airport,"fs-base, navigraph-navdata, nfnr",OC,FJ,,-12.48271,177.0708
EGCW,Welshpool Airfield,"fs-base, navigraph-navdata, norbert1699-welshpool",EU,GB,,52.6322632,-3.15028858
NZ2T,Airstrip Rd Airfield,phr34k86-airstriprd,OC,NZ,,-34.9424553,173.127319
NZ2I,Arapooa Road,phr34k86-arapooard,OC,NZ,,-36.1886368,174.236847
NZ2R,Arterial Road Emergency Landing Field,phr34k86-arterialroad,OC,NZ,,-34.8254776,173.0455
NZ2H,Burma Road Airstrip,phr34k86-burmaroad,OC,NZ,,-36.37806,174.382111
NZ2A,Chamberlains Bay,phr34k86-chamberlainsbay,OC,NZ,,-36.84022,175.19133
NZ2Q,Clark Road Glider Strip,phr34k86-clarkrd,OC,NZ,,-35.1199722,173.188919
NZ3B,Drury Airfield,phr34k86-drury,OC,NZ,,-37.09705,174.975357
NZ2C,Great Mercury Island,phr34k86-greatmercuryisland,OC,NZ,,-36.5936127,175.764023
NZ2K,Haruru,phr34k86-haruru,OC,NZ,,-35.28242,174.034332
NZ2G,Irwin Road Emergency Strip,phr34k86-irwinroad,OC,NZ,,-37.0916138,174.567612
NZ2P,Kai Iwi,phr34k86-kaiiwi,OC,NZ,,-35.793335,173.6283
NZ2E,Kaka Ridge,phr34k86-kakaridge,OC,NZ,,-36.3665,174.783844
NZ2N,Kara Airfield,phr34k86-karaairfield,OC,NZ,,-35.7370644,174.217255
NZ2L,Kauri Mountain Airfield,phr34k86-kaurimountain,OC,NZ,,-35.7741432,174.532257
NZ3C,Kelly Field,phr34k86-kellyfield,OC,NZ,,-37.25605,175.0718
NZ3A,Motiti Airfield,phr34k86-motiti,OC,NZ,,-37.62251,176.431122
NZ2B,Motutapu Island,phr34k86-motutapuisland,OC,NZ,,-36.7588768,174.9145
NZ2W,Okepuha,phr34k86-okepuha,OC,NZ,,-39.1515961,177.913177
NZ2F,Omaha Flats,phr34k86-omahaflats,OC,NZ,,-36.3468361,174.758224
NZ2O,Omamari Glider Airstrip,"phr34k86-omaki, phr34k86-omamari",OC,NZ,,-35.8652267,173.6755
NZ2M,Pataua South Airfield,phr34k86-patauasouth,OC,NZ,,-35.73336,174.524979
NZ2D,Ponui Island,phr34k86-ponuiisland,OC,NZ,,-36.8913155,175.195
NZ2Y,Rakauroa,phr34k86-rakauroa,OC,NZ,,-38.5037422,177.489731
NZ2X,Rangiputa,phr34k86-rangiputa,OC,NZ,,-34.8758926,173.301
NZ2Z,Ruatoria Airfield,phr34k86-ruatoria,OC,NZ,,-37.88353,178.290482
NZ2V,Tahaenui Station,phr34k86-tahaenuistation,OC,NZ,,-39.0464554,177.675842
NZ2S,Wairakei South,phr34k86-waikarei,OC,NZ,,-38.5996742,176.131866
NZ2J,Whangaruru Airstrip,phr34k86-whangaruru,OC,NZ,,-35.3353729,174.292435
NZ2U,Wharekopae,phr34k86-wharekopae,OC,NZ,,-38.5659447,177.401215
AED,Aleneva Seaplane Base,pbk-aleneva,NA,US,AK,58.00155,-152.8811
BFB,Blue Fox Bay Seaplane Base,pbk-bfb-cabin,NA,US,AK,58.417675,-152.694885
4S6,Tieton State Airport,"fs-base, navigraph-navdata, quelcertoleo-4s6-tieton",NA,US,WA,46.6378,-121.123642
ICAO,Reinheim,reinheim,EU,DE,,49.84214,8.851931
AK81,Amook Bay Seaplane Base,sj-airport-ak81-amook-bay-seaplane-base,NA,US,AK,57.4708939,-153.820023
ZHR,Zachar Bay Lodge/Seaplane Base,sj-airport-zhr-zachar-bay-lodge-seaplane-base,NA,US,AK,57.5517426,-153.7453
T44,Trident Basin Seaplane Base,sj-seaport-t44-trident-basin-seaplane-base,NA,US,AK,57.77751,-152.396454
RPUQ,Mindoro Airport,"fs-base, navigraph-navdata, turtletank1997-vigan",AS,PH,,17.5575466,120.357254
LFGH,Cosne Sur Loire,"fs-base, navigraph-navdata, vbcorp-airport-lfgh-fix",EU,FR,No State,47.3609123,2.915947
LGZZ,Ikaros,vdi-lgzz,EU,GR,,38.43115,23.1354027
YMLT,Launceston,"fs-base, navigraph-navdata",OC,AU,Tasmania,-41.54456,147.210571
ZKPY,Sunan,"fs-base, navigraph-navdata, zkpy-sunan",AS,KP,No State,39.2450829,125.6759
LIFP,Aviosuperficie Celano,fs-base,EU,IT,,42.0517921,13.5573826
LIMD,Marcellina,"fs-base, (LIMD) Aviosuperficie Scalea Marcellina",EU,IT,,39.7773933,15.821825
SJRG,Aeroporto Regional De Rio Grande,"fs-base, Aeroporto - BR RS SJRG Rio Grande RS 1.0 LV",SA,BR,Rio Grande Do Sul,-32.07963,-52.16853
ESKN,Skavsta,"fs-base, airport-eskn-bli, navigraph-navdata",EU,SE,,58.7904358,16.90738
WMKC,Kota Bharu,"fs-base, airport-wmkc-kbr, navigraph-navdata",AS,MY,,6.1664257,102.295563
YBYI,Bruny Island Airport,"fs-base, airport-ybyi-brunyisland",OC,AU,Tasmania,-43.2342,147.38
LINH,Airpatria,"fs-base, Aviosuperficie Airpatria LINH",EU,IT,,40.9272728,14.06188
CYXL,Sioux Lookout,"fs-base, cyxl, navigraph-navdata",NA,CA,ON,50.11405,-91.90566
EDAD,Dessau,"fs-base, navigraph-navdata",EU,DE,,51.83165,12.1841745
EDFH,Frankfurt-Hahn,"fs-base, navigraph-navdata",EU,DE,,49.94583,7.26103544
EDFP,Flugplatz Ober-Mã¶Rlen,"fs-base, edfpupgradev1, navigraph-navdata",EU,DE,Hesse,50.362114,8.711509
EGNH,Blackpool,"fs-base, egnh-blackpool, navigraph-navdata",EU,GB,,53.7714767,-3.03276086
KUCC,Yucca Airstrip,kucc-scenery,NA,US,NV,36.9328537,-116.00634
ESSB,Bromma Stockholm Airport,"fs-base, kuriiridesign-airport-essb-stockholm-bromma, navigraph-navdata",EU,SE,,59.3543625,17.9416656
SWQI,Caracarai,kychungdotcom-airport-swqi-caracarai,SA,BR,Roraima,1.849709,-61.1189041
LIMZ,Levaldigi,"fs-base, navigraph-navdata",EU,IT,,44.547493,7.62319851
EDOU,Umpferstedt,"fs-base, navigraph-navdata",EU,DE,,50.9651642,11.3991652
NTMP,Ua Pou Airstrip,"fs-base, mx-ntmp-ua-pou, navigraph-navdata",OC,PF,,-9.346393,-140.080139
N85,Alexandria,"n85-scenery, navigraph-navdata, navigraph-navdata",NA,US,NJ,40.587574,-75.01942
LIUC,Parma Soaring,"fs-base, quelcertoleo-liuc-parmasoaring",EU,IT,,44.6725578,10.0613689
RJCC,New Chitose,"fs-base, navigraph-navdata, rjcc-rjcj",AS,JP,,42.7813568,141.6964
RJCJ,Chitose AB,"navigraph-navdata, navigraph-navdata, rjcc-rjcj",AS,JP,,42.80845,141.6559
LFAO,Couterne,"fs-base, navigraph-navdata, scenareal-bagnoles-de-l-orne-lfao",EU,FR,Normandie,48.5432854,-0.3832586
ENHS,Hokksund Airport,"fs-base, navigraph-navdata, skytry-enhs",EU,NO,,59.7593956,9.916195
LFOG,Flers,"fs-base, navigraph-navdata, totofteam-lfog-flers",EU,FR,Normandie,48.74992,-0.594476759
EINC,Newcastle,"fs-base, navigraph-navdata",EU,IE,,53.07419,-6.03659725
YCTN,Casterton,YCTN Casterton VIC - Parorng,OC,AU,Victoria,-37.6129265,141.362213
YNOB,Nobbys Creek,ynob,OC,AU,Nsw,-28.29611,153.326218
SKAM,Amalfi,zekeand-amalfi,SA,CO,Antioquia,6.89555359,-75.04754
EDGK,Korbach,"fs-base, navigraph-navdata",EU,DE,,51.2528229,8.873891
VNSB,Syangboche Airport,fs-base,AS,NP,,27.8115959,86.71196
YBBN,Brisbane Intl,"fs-base, navigraph-navdata",OC,AU,Queensland,-27.37578,153.127655
AYYZ,Yamboitok Airstrip,airport-ayyz-yamboitok-airstrip,OC,PG,,-4.99440145,143.962173
SAEZ,Aeropuerto Internacional Ministro Pistarini,"fs-base, airport-saez-bsas-argentina, navigraph-navdata",SA,AR,Buenos Aires,-34.82197,-58.53257
EDTF,City Airport Freiburg,"fs-base, akaflieg-airport-edtf-flugplatzfreiburg, navigraph-navdata",EU,DE,Baden-Wã¼rttemberg,48.0222626,7.832847
UTAA,Ashgabat,"fs-base, navigraph-navdata",AS,TM,,37.9868279,58.3609734
LHBP,Liszt Ferenc Intl,"fs-base, hvfr-airport-lhbp, navigraph-navdata",EU,HU,Pest,47.4369,19.2556057
CNY3,Collingwood,"fs-base, cny3, navigraph-navdata",NA,CA,ON,44.44919,-80.16226
EGOQ,RAF Mona,"fs-base, egoq-mona, navigraph-navdata",EU,GB,Isle of Anglesey,53.25681,-4.376078
EHOW,Oosterwold,"fs-base, EHOW, navigraph-navdata",EU,NL,,53.2092,7.036551
ETSP,Fliegerhorst Pferdsfeld,jonastelschow-fliegerhorst-pferdsfeld,EU,DE,,49.8579521,7.6079607
SDAM,Aeroporto Estadual Campo Dos Amarais,"fs-base, navigraph-navdata, SDAM_amarais",SA,BR,S. Paulo,-22.8607,-47.1090469
SCYB,Trilahue,sebtaj-airport-scyb-trilahue,SA,CL,,-37.1326256,-72.41366
EGAE,Eglinton,"fs-base, navigraph-navdata, tamalien-airport-egae-eglinton",EU,GB,,55.0427361,-7.161527
LIMF,Caselle,"fs-base, navigraph-navdata",EU,IT,,45.2007446,7.649632
VNJL,Jumla Airport,"fs-base, navigraph-navdata, troglodytus-airport-vnjl-jumla",AS,NP,Karnali Pradesh,29.2741661,82.19334
YCAB,Caboolture Aerodrome,"fs-base, ycab-airport",OC,AU,Queensland,-27.076107,152.985123
EGVJ,Holmbeck Farm Airfield,fs-base,EU,GB,,51.91028,-0.7296293
LOAS,Spitzerberg Airport,"fs-base, navigraph-navdata",EU,AT,,48.0999565,16.93402
LOLG,St Georgen/Ybbsfeld,"fs-base, navigraph-navdata",EU,AT,,48.1031876,14.9509172
LTFC,Suleyman Demirel,"fs-base, navigraph-navdata",AS,TR,,37.856266,30.3686943
LTFN,Kilic,"navigraph-navdata, navigraph-navdata",AS,TR,,37.86361,30.355
DNJO,Jos,"fs-base, navigraph-navdata",AF,NG,,9.639836,8.869092
UTDD,Dushanbe,"fs-base, navigraph-navdata",AS,TJ,,38.54369,68.8244553
KALB,Albany Intl,"fs-base, navigraph-navdata",NA,US,NY,42.7491646,-73.8017654
ENSM,Starmoen,"fs-base, navigraph-navdata",EU,NO,,60.8766136,11.67535
EGAC,Belfast City,"fs-base, navigraph-navdata",EU,GB,,54.6181068,-5.87249947
LTCG,Trabzon,"fs-base, navigraph-navdata",AS,TR,,40.99506,39.7896919
RPMO,Ozamis,"fs-base, navigraph-navdata",AS,PH,,8.178407,123.841316
EDFY,Elz,"fs-base, navigraph-navdata",EU,DE,,50.4268074,8.011023
EDGA,Ailertchen,"fs-base, navigraph-navdata",EU,DE,,50.5927849,7.94475651
EDKI,Betzdorf-Kirchen,"fs-base, navigraph-navdata",EU,DE,,50.81707,7.830156
EDRW,Wienau,"fs-base, navigraph-navdata",EU,DE,,50.5659828,7.65242338
LFPL,Lognes,"fs-base, LFPL+TWR+bungalows-Goldorag, navigraph-navdata",EU,FR,,48.820343,2.6257298
